,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
106,깐부치킨,서울특별시 서초구 강남대로12길 6,닭 / 오리 요리,만원-2만원,2,
107,오대산산채식당,서울특별시 서초구 남부순환로364길 8-11,기타 한식,만원-2만원,2,
108,화돌농장,서울특별시 서초구 매헌로16길 6 푸른솔빌딩,닭 / 오리 요리,만원-2만원,3,
109,깐부치킨,서울특별시 서초구 언남길 82 효정빌딩,닭 / 오리 요리,만원-2만원,1,
110,공준호힘찬낙지,서울특별시 서초구 마방로10길 18-24 1F,해산물 요리,만원-2만원,3,
111,보글이부대찌개생태탕,서울특별시 서초구 강남대로10길 8,해산물 요리,만원-2만원,3,
112,동지섣달꽃본듯이,서울특별시 서초구 원터6길 3,닭 / 오리 요리,만원-2만원,3,
113,원조부안집,서울특별시 서초구 남부순환로356길 50 1F,고기 요리,만원-2만원,3,
114,교대이층집,서울특별시 서초구 강남대로 222-6,고기 요리,만원-2만원,3,
115,연탄갈비,서울특별시 서초구 바우뫼로37길 46,고기 요리,만원-2만원,1,
116,삼곱식당,서울특별시 서초구 논현로27길 39 천일빌딩,고기 요리,만원-2만원,2,
117,송이족발,서울특별시 서초구 동산로2길 17,고기 요리,만원-2만원,1,
118,강남한우정육식당,서울특별시 서초구 강남대로6길 5,고기 요리,만원-2만원,5,
119,갈비세상,서울특별시 서초구 남부순환로350길 17 갈비세상,고기 요리,만원-2만원,2,
120,조가네남원추어탕,서울특별시 서초구 청계산로 241,탕 / 찌개 / 전골,만원-2만원,5,
121,양재골홍어집,서울특별시 서초구 남부순환로356길 34 1F,해산물 요리,만원-2만원,1,
122,돼지대첩,서울특별시 서초구 동산로 13,고기 요리,만원-2만원,4,
123,한입만,서울특별시 서초구 동산로19길 48,기타 한식,만원-2만원,3,
124,부엌98,서울특별시 서초구 강남대로34길 32 2F 201호,한정식 / 백반 / 정통 한식,만원-2만원,2,
125,치요가,서울특별시 서초구 마방로2길 84,닭 / 오리 요리,만원-2만원,1,
126,두루33,서울특별시 서초구 바우뫼로41길 13,한정식 / 백반 / 정통 한식,만원-2만원,2,
127,백종원의원조쌈밥집,서울특별시 서초구 강남대로8길 3,한정식 / 백반 / 정통 한식,만원-2만원,2,
128,삼거리고기집,서울특별시 서초구 양재천로 67,탕 / 찌개 / 전골,만원-2만원,1,
129,상락원,서울특별시 서초구 원터길 23,한정식 / 백반 / 정통 한식,만원-2만원,1,
130,직화구이&뚝배기,서울특별시 서초구 양재대로11길 36 ,한정식 / 백반 / 정통 한식,만원-2만원,1,
131,마포석쇠불고기,서울특별시 서초구 양재대로11길 36 ,고기 요리,만원-2만원,1,
132,마포네숯불돼지갈비,서울특별시 서초구 강남대로 184,고기 요리,만원-2만원,3,
133,무초,서울특별시 서초구 마방로10길 18-16,고기 요리,만원-2만원,1,
134,고기창고,서울특별시 서초구 논현로17길 22,고기 요리,만원-2만원,1,
135,아후닭발,서울특별시 서초구 남부순환로356길 33 광성빌딩,닭 / 오리 요리,만원-2만원,2,
136,푸라닭,서울특별시 서초구 언남길 85 ,닭 / 오리 요리,만원-2만원,1,
137,하남돼지집,서울특별시 서초구 강남대로6길 12,고기 요리,만원-2만원,3,
138,사또양념치킨,서울특별시 서초구 강남대로10길 59 ,닭 / 오리 요리,만원-2만원,1,
139,골목집닭도리탕,서울특별시 서초구 남부순환로358길 13,닭 / 오리 요리,만원-2만원,1,
140,BHC치킨,서울특별시 서초구 강남대로 224 양재한신휴플러스,닭 / 오리 요리,만원-2만원,1,
141,한촌설렁탕,서울특별시 서초구 동산로 87 한촌설렁탕,탕 / 찌개 / 전골,만원-2만원,2,
142,양재족발,서울특별시 서초구 남부순환로356길 15,고기 요리,만원-2만원,1,
143,청포복국,서울특별시 서초구 논현로 51,탕 / 찌개 / 전골,만원-2만원,2,
144,청계산기와집양대창,서울특별시 서초구 청룡마을길 5,고기 요리,만원-2만원,1,
