,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점,lat,lng
172,본가설렁탕,서울특별시 강남구 언주로148길 14 나동 105-106호,탕 / 찌개 / 전골,만원-2만원,2,,37.5202946,127.0359457
173,원할머니국수보쌈,서울특별시 강남구 강남대로120길 9,고기 요리,만원-2만원,1,,37.5070967,127.0242744
174,팔당닭발,서울특별시 강남구 학동로45길 7,닭 / 오리 요리,만원-2만원,2,,37.51672,127.0378039
175,한우리소나무,서울특별시 강남구 언주로150길 7,탕 / 찌개 / 전골,만원-2만원,2,,37.5210697,127.0349775
176,전나라쭈꾸미,서울특별시 강남구 선릉로131길 20,해산물 요리,만원-2만원,2,,37.5174847,127.0393167
177,머드내갈비살,서울특별시 강남구 선릉로131길 18,고기 요리,만원-2만원,3,,37.5175456,127.0394912
178,홍도야지,서울특별시 강남구 학동로 224,고기 요리,만원-2만원,2,,37.5144457,127.0334894
179,천사곱창,서울특별시 강남구 학동로2길 56,고기 요리,만원-2만원,2,,37.5078806,127.0236206
180,독도쭈꾸미,서울특별시 강남구 언주로 604 ACROHILLS논현,해산물 요리,만원-2만원,3,,37.509934,127.038679
181,만구기네화로불닭발,서울특별시 강남구 강남대로122길 30,닭 / 오리 요리,만원-2만원,2,,37.5082853,127.0253844
182,청담주먹고기,서울특별시 강남구 도산대로50길 25,고기 요리,만원-2만원,1,,37.5207262,127.0377049
183,육회공작소,서울특별시 강남구 학동로2길 43,고기 요리,만원-2만원,2,,37.5087265,127.0234954
184,진오돌뼈,서울특별시 강남구 논현로136길 5-7 1F,고기 요리,만원-2만원,2,,37.5163277,127.03005
185,하남돼지집,서울특별시 강남구 언주로133길 18,고기 요리,만원-2만원,1,,37.5163305,127.0336891
186,생김치오겹살,서울특별시 강남구 선릉로145길 22,고기 요리,만원-2만원,4,,37.5212818,127.0376627
187,사람사는고깃집김일도,서울특별시 강남구 봉은사로37길 10,고기 요리,만원-2만원,2,,37.5090588,127.0369702
188,쏭쏭문어,서울특별시 강남구 학동로2길 51 1F,해산물 요리,만원-2만원,1,,37.5083976,127.0238141
189,세광양대창,서울특별시 강남구 강남대로118길 12,고기 요리,만원-2만원,2,,37.5062573,127.024766
190,꼬추장,서울특별시 강남구 언주로113길 15 논현빌라,고기 요리,만원-2만원,1,,37.5092499,127.0359519
191,왕소금구이,서울특별시 강남구 언주로148길 14,고기 요리,만원-2만원,1,,37.5202946,127.0359457
192,최전방부대찌개닭갈비,서울특별시 강남구 언주로148길 14,닭 / 오리 요리,만원-2만원,1,,37.5202946,127.0359457
193,3일한우국밥,서울특별시 강남구 선릉로131길 21  1F 2호,탕 / 찌개 / 전골,만원-2만원,1,,37.5171953,127.0391858
194,제주탐하리,서울특별시 강남구 학동로1길 5,고기 요리,만원-2만원,1,,37.5117662,127.0218054
195,영동원삼겹살,서울특별시 강남구 강남대로 520 1F,고기 요리,만원-2만원,2,,37.5085698,127.0230676
196,제주올레,서울특별시 강남구 강남대로112길 15,한정식 / 백반 / 정통 한식,만원-2만원,1,,37.5056594,127.0255802
197,장성생태전문점,서울특별시 강남구 언주로149길 7,해산물 요리,만원-2만원,1,,37.5203739,127.0335136
198,팔덕식당,서울특별시 강남구 강남대로112길 31 1F,고기 요리,만원-2만원,2,,37.505989,127.0268642
199,마산아구찜해물탕,서울특별시 강남구 강남대로124길 3-6 호은빌딩,해산물 요리,만원-2만원,1,,37.5090789,127.0229546
200,닭치고디집고,서울특별시 강남구 강남대로122길 15,닭 / 오리 요리,만원-2만원,1,,37.5080815,127.02417
201,내수족발,서울특별시 강남구 언주로134길 33,한정식 / 백반 / 정통 한식,만원-2만원,2,,37.5171488,127.0382305
202,곱창의전설,서울특별시 강남구 논현로114길 22,고기 요리,만원-2만원,2,,37.5088582,127.0352445
203,우리돼지집,서울특별시 강남구 논현로150길 38,고기 요리,만원-2만원,1,,37.5197748,127.031657
