,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
129,훈민정,서울특별시 중구 서소문로 132,탕 / 찌개 / 전골,만원-2만원,1,
130,마포곱창,서울특별시 중구 세종대로1길 5,고기 요리,만원-2만원,1,
131,궁,서울특별시 중구 세종대로9길 52,고기 요리,만원-2만원,1,
132,북창돼지,서울특별시 중구 세종대로14길 26,고기 요리,만원-2만원,1,
133,양미옥,서울특별시 중구 남대문로 27-2,고기 요리,2만원-3만원,7,4.0
134,대복,서울특별시 중구 세종대로14길 22,해산물 요리,2만원-3만원,6,3.9
135,한육감,서울특별시 중구 퇴계로 18 서울로 테라스몰 B1,고기 요리,2만원-3만원,4,
136,서울삼계탕,서울특별시 중구 남대문로1길 55,탕 / 찌개 / 전골,2만원-3만원,3,
137,묵호횟집,서울특별시 중구 세종대로14길 26,해산물 요리,2만원-3만원,8,
138,도누각,서울특별시 중구 남대문로1길 18 1F,고기 요리,2만원-3만원,2,
139,처가집,서울특별시 중구 세종대로14길 6-16,한정식 / 백반 / 정통 한식,2만원-3만원,5,
140,락희옥,서울특별시 중구 세종대로 135-7 2F,고기 요리,2만원-3만원,4,
141,사위식당,"서울특별시 중구 한강대로 416 B1 2호,36호",고기 요리,2만원-3만원,4,
142,서라벌한정식,서울특별시 중구 서소문로 101-1 대원빌딩 3F,한정식 / 백반 / 정통 한식,2만원-3만원,2,
143,곰비임비,서울특별시 중구 세종대로11길 45,해산물 요리,2만원-3만원,4,
144,만원집,서울특별시 중구 세종대로 82,고기 요리,2만원-3만원,1,
145,남산복집,서울특별시 중구 무교로 32 B1,해산물 요리,2만원-3만원,1,
146,강릉집,서울특별시 중구 남대문시장길 73 2F,해산물 요리,2만원-3만원,3,
147,달항아리한정식,서울특별시 중구 세종대로 124,한정식 / 백반 / 정통 한식,2만원-3만원,1,
148,한우마당,서울특별시 중구 남대문로5길 7,고기 요리,2만원-3만원,1,
149,동원민물장어,서울특별시 중구 세종대로14길 22-6,해산물 요리,2만원-3만원,1,
150,중림동 물고기,서울특별시 중구 만리재로35길 50-1,해산물 요리,2만원-3만원,1,
151,다동화로,서울특별시 중구 을지로3길 33,고기 요리,2만원-3만원,1,
152,오목집,서울특별시 중구 남대문로1길 38 1F,고기 요리,2만원-3만원,1,
153,동원VIP참치,서울특별시 중구 세종대로22길 16 뉴서울,해산물 요리,2만원-3만원,1,
154,신촌부추곱창,서울특별시 중구 남대문로1길 51  1F,고기 요리,2만원-3만원,1,
155,예성,서울특별시 중구 세종대로9길 41 퍼시픽타워,고기 요리,2만원-3만원,1,
156,프레스클럽,서울특별시 중구 세종대로 124,한정식 / 백반 / 정통 한식,2만원-3만원,1,
157,주옥,서울특별시 중구 소공로 119 더 플라자 3F,퓨전 한식,4만원 이상,10,4.4
158,막내회집,서울특별시 중구 남대문시장2가길 2,해산물 요리,3만원-4만원,22,4.0
159,참숯골,"서울특별시 중구 무교로 16 체육회관빌딩 2F, 3F",고기 요리,3만원-4만원,8,3.7
160,한와담,서울특별시 중구 세종대로21길 40 TV조선 1F,고기 요리,4만원 이상,10,3.6
161,달개비,서울특별시 중구 세종대로19길 16,한정식 / 백반 / 정통 한식,4만원 이상,2,
162,스타킹크랩,서울특별시 중구 남대문로1길 15,해산물 요리,4만원 이상,2,
163,금자네생등심,서울특별시 중구 통일로 22-4,고기 요리,3만원-4만원,4,
164,아리랑,서울특별시 중구 남대문로7길 23,고기 요리,3만원-4만원,4,
165,창고43,서울특별시 중구 서소문로 120 ENA빌딩 1F,고기 요리,3만원-4만원,5,
166,이화고려정,서울특별시 중구 서소문로9길 10,고기 요리,3만원-4만원,2,
167,오륙도,서울특별시 중구 을지로3길 20,고기 요리,3만원-4만원,2,
168,진동횟집,서울특별시 중구 세종대로14길 18,해산물 요리,3만원-4만원,1,
