,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
136,중앙식당,서울특별시 광진구 능동로 276,한정식 / 백반 / 정통 한식,만원 미만,1,
137,노룬산분식,서울특별시 광진구 뚝섬로 489,기타 한식,만원 미만,1,
138,줄줄이김밥,서울특별시 광진구 구의로12길 4,기타 한식,만원 미만,1,
139,왕돈까스왕냉면,서울특별시 광진구 광나루로 388,기타 한식,만원 미만,2,
140,오마뎅,서울특별시 광진구 아차산로 262 B1,기타 한식,만원 미만,1,
141,최혜경손칼국수,서울특별시 광진구 군자로 35,국수 / 면 요리,만원 미만,1,
142,자양기사님식당,서울특별시 광진구 뚝섬로34길 9  자양2차현대아파트,한정식 / 백반 / 정통 한식,만원 미만,1,
143,엄마의미역떡볶이 마미떡,서울특별시 광진구 동일로22길 95 2F,기타 한식,만원 미만,1,
144,서소문순두부보쌈,서울특별시 광진구 동일로 128 재향군인회빌딩,탕 / 찌개 / 전골,만원 미만,3,
145,영화속의김밥이야기,서울특별시 광진구 자양로 173,기타 한식,만원 미만,2,
146,강남면옥,서울특별시 광진구 구의강변로 106,국수 / 면 요리,만원 미만,2,
147,이삭토스트,서울특별시 광진구 강변역로4길 10 지너스타워,기타 한식,만원 미만,1,
148,명랑핫도그,서울특별시 광진구 아차산로33길 63,기타 한식,만원 미만,1,
149,안흥칼국수,서울특별시 광진구 아차산로40길 69-9,국수 / 면 요리,만원 미만,3,
150,소문난닭칼국수닭곰탕,서울특별시 광진구 능동로16길 48,닭 / 오리 요리,만원 미만,1,
151,석관동떡볶이,서울특별시 광진구 능동로 209 세종대 학생회관 1F,기타 한식,만원 미만,1,
152,청산칡냉면,서울특별시 광진구 긴고랑로 69,국수 / 면 요리,만원 미만,1,
153,대박치킨,서울특별시 광진구 아차산로29길 75,닭 / 오리 요리,만원 미만,1,
154,원가회관,서울특별시 광진구 아차산로 272 스타시티몰 3F,국수 / 면 요리,만원 미만,2,
155,맷돌로만,서울특별시 광진구 자양로 135 1F,탕 / 찌개 / 전골,만원 미만,2,
156,소소떡볶이,서울특별시 광진구 자양로13가길 5,기타 한식,만원 미만,1,
157,국대떡볶이,서울특별시 광진구 능동로 288,기타 한식,만원 미만,1,
158,스푸니,서울특별시 광진구 면목로 134,기타 한식,만원 미만,1,
159,장수순대국,서울특별시 광진구 뚝섬로23길 44,한정식 / 백반 / 정통 한식,만원 미만,1,
160,우떡볶이,서울특별시 광진구 군자로 31-1,기타 한식,만원 미만,1,
161,본가신촌설렁탕,서울특별시 광진구 자양로 87,탕 / 찌개 / 전골,만원 미만,1,
162,원조순대국,서울특별시 광진구 아차산로 475,탕 / 찌개 / 전골,만원 미만,1,
163,킹콩부대찌개,서울특별시 광진구 구의로 48,탕 / 찌개 / 전골,만원 미만,1,
164,마니아우동,서울특별시 광진구 긴고랑로 25,국수 / 면 요리,만원 미만,1,
165,64김만두,서울특별시 광진구 능동로 18  이튼타워리버3차 106호,한정식 / 백반 / 정통 한식,만원 미만,1,
166,봉가네통닭,서울특별시 광진구 구의로 72,닭 / 오리 요리,만원 미만,1,
167,미사리밀빛초계국수,서울특별시 광진구 아차산로 312 1F,국수 / 면 요리,만원 미만,1,
168,즉석명하라면,서울특별시 광진구 광나루로36길 67,기타 한식,만원 미만,2,
169,죠스떡볶이,서울특별시 광진구 아차산로 224,기타 한식,만원 미만,1,
